Eph_lab bin centers    value    Error 
 1.630295e+04   1.301556e-05   1.111998e-07
 1.650485e+04   1.287541e-05   1.410698e-07
 1.670675e+04   1.303215e-05   1.646966e-07
 1.690865e+04   1.289390e-05   7.865833e-08
 1.711055e+04   1.258667e-05   1.342005e-07
 1.731245e+04   1.273932e-05   1.571358e-07
 1.751435e+04   1.246730e-05   8.713795e-08
 1.771625e+04   1.256953e-05   1.151203e-07
 1.791815e+04   1.239251e-05   1.216402e-07
 1.812005e+04   1.247897e-05   1.727446e-07
 1.832195e+04   1.243019e-05   1.260256e-07
 1.852385e+04   1.217767e-05   1.060455e-07
 1.872575e+04   1.224445e-05   1.284796e-07
 1.892765e+04   1.215539e-05   1.440028e-07
 1.912955e+04   1.178482e-05   8.591453e-08
 1.933145e+04   1.176634e-05   1.264485e-07
 1.953335e+04   1.173517e-05   1.480345e-07
 1.973525e+04   1.151477e-05   1.156657e-07
 1.993715e+04   1.180619e-05   1.061140e-07
 2.013905e+04   1.151546e-05   2.004997e-07
 2.034095e+04   1.160441e-05   1.396443e-07
 2.054285e+04   1.154334e-05   1.139609e-07
 2.074475e+04   1.133013e-05   1.982157e-07
 2.094665e+04   1.122372e-05   1.368709e-07
 2.114855e+04   1.163437e-05   2.846262e-07
 2.135045e+04   1.125218e-05   1.466753e-07
 2.155235e+04   1.097601e-05   1.310776e-07
 2.175425e+04   1.096160e-05   1.377717e-07
 2.195615e+04   1.124290e-05   1.945559e-07
 2.215805e+04   1.107949e-05   2.022689e-07
 2.235995e+04   1.120766e-05   2.071415e-07
 2.256185e+04   1.066708e-05   1.242910e-07
 2.276375e+04   1.070795e-05   9.902350e-08
 2.296565e+04   1.060448e-05   1.464421e-07
 2.316755e+04   1.046485e-05   1.372017e-07
 2.336945e+04   1.042567e-05   1.332715e-07
 2.357135e+04   1.041672e-05   1.328280e-07
 2.377325e+04   1.036169e-05   1.923536e-07
 2.397515e+04   1.040393e-05   1.414197e-07
 2.417705e+04   1.033265e-05   1.382307e-07
 2.437895e+04   1.022168e-05   1.273002e-07
 2.458085e+04   1.003144e-05   1.233949e-07
 2.478275e+04   1.000022e-05   1.255640e-07
 2.498465e+04   1.011752e-05   1.915240e-07
 2.518655e+04   9.816469e-06   1.271198e-07
 2.538845e+04   9.625884e-06   1.415637e-07
 2.559035e+04   9.722322e-06   1.386769e-07
 2.579225e+04   9.852052e-06   9.130051e-08
 2.599415e+04   9.472001e-06   1.109191e-07
 2.619605e+04   9.337119e-06   1.583880e-07
 2.639795e+04   9.746300e-06   1.381648e-07
 2.659985e+04   9.632237e-06   1.021673e-07
 2.680175e+04   9.256745e-06   1.264284e-07
 2.700365e+04   9.112040e-06   9.907249e-08
 2.720555e+04   9.227109e-06   1.184538e-07
 2.740745e+04   9.433366e-06   1.274289e-07
 2.760935e+04   9.186084e-06   1.213231e-07
 2.781125e+04   9.320728e-06   1.652251e-07
 2.801315e+04   9.102157e-06   9.224473e-08
 2.821505e+04   8.976319e-06   1.262883e-07
 2.841695e+04   9.054555e-06   1.397591e-07
 2.861885e+04   9.053283e-06   1.436898e-07
 2.882075e+04   8.828231e-06   1.630003e-07
 2.902265e+04   8.796616e-06   2.398963e-07
 2.922455e+04   8.928556e-06   2.041704e-07
 2.942645e+04   8.628294e-06   2.918508e-07
 2.962835e+04   8.155968e-06   1.347164e-07
 2.983025e+04   8.618889e-06   2.483706e-07
 3.003215e+04   2.566816e-06   1.163783e-07
 3.023405e+04   0.000000e+00   0.000000e+00
 3.043595e+04   0.000000e+00   0.000000e+00
 3.063785e+04   0.000000e+00   0.000000e+00
 3.083975e+04   0.000000e+00   0.000000e+00
 3.104165e+04   0.000000e+00   0.000000e+00
 3.124355e+04   0.000000e+00   0.000000e+00
 3.144545e+04   0.000000e+00   0.000000e+00
 3.164735e+04   0.000000e+00   0.000000e+00
 3.184925e+04   0.000000e+00   0.000000e+00
 3.205115e+04   0.000000e+00   0.000000e+00
 3.225305e+04   0.000000e+00   0.000000e+00
 3.245495e+04   0.000000e+00   0.000000e+00
 3.265685e+04   0.000000e+00   0.000000e+00
 3.285875e+04   0.000000e+00   0.000000e+00
 3.306065e+04   0.000000e+00   0.000000e+00
 3.326255e+04   0.000000e+00   0.000000e+00
 3.346445e+04   0.000000e+00   0.000000e+00
 3.366635e+04   0.000000e+00   0.000000e+00
 3.386825e+04   0.000000e+00   0.000000e+00
 3.407015e+04   0.000000e+00   0.000000e+00
 3.427205e+04   0.000000e+00   0.000000e+00
 3.447395e+04   0.000000e+00   0.000000e+00
 3.467585e+04   0.000000e+00   0.000000e+00
 3.487775e+04   0.000000e+00   0.000000e+00
 3.507965e+04   0.000000e+00   0.000000e+00
 3.528155e+04   0.000000e+00   0.000000e+00
 3.548345e+04   0.000000e+00   0.000000e+00
 3.568535e+04   0.000000e+00   0.000000e+00
 3.588725e+04   0.000000e+00   0.000000e+00
 3.608915e+04   0.000000e+00   0.000000e+00
 3.629105e+04   0.000000e+00   0.000000e+00
 3.649295e+04   0.000000e+00   0.000000e+00
 3.669485e+04   0.000000e+00   0.000000e+00
 3.689675e+04   0.000000e+00   0.000000e+00
 3.709865e+04   0.000000e+00   0.000000e+00
 3.730055e+04   0.000000e+00   0.000000e+00
 3.750245e+04   0.000000e+00   0.000000e+00
 3.770435e+04   0.000000e+00   0.000000e+00
 3.790625e+04   0.000000e+00   0.000000e+00
 3.810815e+04   0.000000e+00   0.000000e+00
 3.831005e+04   0.000000e+00   0.000000e+00
 3.851195e+04   0.000000e+00   0.000000e+00
 3.871385e+04   0.000000e+00   0.000000e+00
 3.891575e+04   0.000000e+00   0.000000e+00
 3.911765e+04   0.000000e+00   0.000000e+00
 3.931955e+04   0.000000e+00   0.000000e+00
 3.952145e+04   0.000000e+00   0.000000e+00
 3.972335e+04   0.000000e+00   0.000000e+00
 3.992525e+04   0.000000e+00   0.000000e+00
 4.012715e+04   0.000000e+00   0.000000e+00
 4.032905e+04   0.000000e+00   0.000000e+00
 4.053095e+04   0.000000e+00   0.000000e+00
 4.073285e+04   0.000000e+00   0.000000e+00
 4.093475e+04   0.000000e+00   0.000000e+00
 4.113665e+04   0.000000e+00   0.000000e+00
 4.133855e+04   0.000000e+00   0.000000e+00
 4.154045e+04   0.000000e+00   0.000000e+00
 4.174235e+04   0.000000e+00   0.000000e+00
 4.194425e+04   0.000000e+00   0.000000e+00
 4.214615e+04   0.000000e+00   0.000000e+00
 4.234805e+04   0.000000e+00   0.000000e+00
 4.254995e+04   0.000000e+00   0.000000e+00
 4.275185e+04   0.000000e+00   0.000000e+00
 4.295375e+04   0.000000e+00   0.000000e+00
 4.315565e+04   0.000000e+00   0.000000e+00
 4.335755e+04   0.000000e+00   0.000000e+00
 4.355945e+04   0.000000e+00   0.000000e+00
 4.376135e+04   0.000000e+00   0.000000e+00
 4.396325e+04   0.000000e+00   0.000000e+00
 4.416515e+04   0.000000e+00   0.000000e+00
 4.436705e+04   0.000000e+00   0.000000e+00
 4.456895e+04   0.000000e+00   0.000000e+00
 4.477085e+04   0.000000e+00   0.000000e+00
 4.497275e+04   0.000000e+00   0.000000e+00
 4.517465e+04   0.000000e+00   0.000000e+00
 4.537655e+04   0.000000e+00   0.000000e+00
 4.557845e+04   0.000000e+00   0.000000e+00
 4.578035e+04   0.000000e+00   0.000000e+00
 4.598225e+04   0.000000e+00   0.000000e+00
 4.618415e+04   0.000000e+00   0.000000e+00
 4.638605e+04   0.000000e+00   0.000000e+00
 4.658795e+04   0.000000e+00   0.000000e+00
 4.678985e+04   0.000000e+00   0.000000e+00
 4.699175e+04   0.000000e+00   0.000000e+00
 4.719365e+04   0.000000e+00   0.000000e+00
 4.739555e+04   0.000000e+00   0.000000e+00
 4.759745e+04   0.000000e+00   0.000000e+00
 4.779935e+04   0.000000e+00   0.000000e+00
 4.800125e+04   0.000000e+00   0.000000e+00
 4.820315e+04   0.000000e+00   0.000000e+00
 4.840505e+04   0.000000e+00   0.000000e+00
 4.860695e+04   0.000000e+00   0.000000e+00
 4.880885e+04   0.000000e+00   0.000000e+00
 4.901075e+04   0.000000e+00   0.000000e+00
 4.921265e+04   0.000000e+00   0.000000e+00
 4.941455e+04   0.000000e+00   0.000000e+00
 4.961645e+04   0.000000e+00   0.000000e+00
 4.981835e+04   0.000000e+00   0.000000e+00
 5.002025e+04   0.000000e+00   0.000000e+00
 5.022215e+04   0.000000e+00   0.000000e+00
 5.042405e+04   0.000000e+00   0.000000e+00
 5.062595e+04   0.000000e+00   0.000000e+00
 5.082785e+04   0.000000e+00   0.000000e+00
 5.102975e+04   0.000000e+00   0.000000e+00
 5.123165e+04   0.000000e+00   0.000000e+00
 5.143355e+04   0.000000e+00   0.000000e+00
 5.163545e+04   0.000000e+00   0.000000e+00
 5.183735e+04   0.000000e+00   0.000000e+00
 5.203925e+04   0.000000e+00   0.000000e+00
 5.224115e+04   0.000000e+00   0.000000e+00
 5.244305e+04   0.000000e+00   0.000000e+00
 5.264495e+04   0.000000e+00   0.000000e+00
 5.284685e+04   0.000000e+00   0.000000e+00
 5.304875e+04   0.000000e+00   0.000000e+00
 5.325065e+04   0.000000e+00   0.000000e+00
 5.345255e+04   0.000000e+00   0.000000e+00
 5.365445e+04   0.000000e+00   0.000000e+00
 5.385635e+04   0.000000e+00   0.000000e+00
 5.405825e+04   0.000000e+00   0.000000e+00
 5.426015e+04   0.000000e+00   0.000000e+00
 5.446205e+04   0.000000e+00   0.000000e+00
 5.466395e+04   0.000000e+00   0.000000e+00
 5.486585e+04   0.000000e+00   0.000000e+00
 5.506775e+04   0.000000e+00   0.000000e+00
 5.526965e+04   0.000000e+00   0.000000e+00
 5.547155e+04   0.000000e+00   0.000000e+00
 5.567345e+04   0.000000e+00   0.000000e+00
 5.587535e+04   0.000000e+00   0.000000e+00
 5.607725e+04   0.000000e+00   0.000000e+00
 5.627915e+04   0.000000e+00   0.000000e+00
 5.648105e+04   0.000000e+00   0.000000e+00
 5.668295e+04   0.000000e+00   0.000000e+00
 5.688485e+04   0.000000e+00   0.000000e+00
 5.708675e+04   0.000000e+00   0.000000e+00
 5.728865e+04   0.000000e+00   0.000000e+00
 5.749055e+04   0.000000e+00   0.000000e+00
 5.769245e+04   0.000000e+00   0.000000e+00
 5.789435e+04   0.000000e+00   0.000000e+00
 5.809625e+04   0.000000e+00   0.000000e+00
 5.829815e+04   0.000000e+00   0.000000e+00
 5.850005e+04   0.000000e+00   0.000000e+00
 5.870195e+04   0.000000e+00   0.000000e+00
 5.890385e+04   0.000000e+00   0.000000e+00
 5.910575e+04   0.000000e+00   0.000000e+00
 5.930765e+04   0.000000e+00   0.000000e+00
 5.950955e+04   0.000000e+00   0.000000e+00
 5.971145e+04   0.000000e+00   0.000000e+00
 5.991335e+04   0.000000e+00   0.000000e+00
 6.011525e+04   0.000000e+00   0.000000e+00
 6.031715e+04   0.000000e+00   0.000000e+00
 6.051905e+04   0.000000e+00   0.000000e+00
 6.072095e+04   0.000000e+00   0.000000e+00
 6.092285e+04   0.000000e+00   0.000000e+00
 6.112475e+04   0.000000e+00   0.000000e+00
 6.132665e+04   0.000000e+00   0.000000e+00
 6.152855e+04   0.000000e+00   0.000000e+00
 6.173045e+04   0.000000e+00   0.000000e+00
 6.193235e+04   0.000000e+00   0.000000e+00
 6.213425e+04   0.000000e+00   0.000000e+00
 6.233615e+04   0.000000e+00   0.000000e+00
 6.253805e+04   0.000000e+00   0.000000e+00
 6.273995e+04   0.000000e+00   0.000000e+00
 6.294185e+04   0.000000e+00   0.000000e+00
 6.314375e+04   0.000000e+00   0.000000e+00
 6.334565e+04   0.000000e+00   0.000000e+00
 6.354755e+04   0.000000e+00   0.000000e+00
 6.374945e+04   0.000000e+00   0.000000e+00
 6.395135e+04   0.000000e+00   0.000000e+00
 6.415325e+04   0.000000e+00   0.000000e+00
 6.435515e+04   0.000000e+00   0.000000e+00
 6.455705e+04   0.000000e+00   0.000000e+00
 6.475895e+04   0.000000e+00   0.000000e+00
 6.496085e+04   0.000000e+00   0.000000e+00
 6.516275e+04   0.000000e+00   0.000000e+00
 6.536465e+04   0.000000e+00   0.000000e+00
 6.556655e+04   0.000000e+00   0.000000e+00
 6.576845e+04   0.000000e+00   0.000000e+00
 6.597035e+04   0.000000e+00   0.000000e+00
 6.617225e+04   0.000000e+00   0.000000e+00
 6.637415e+04   0.000000e+00   0.000000e+00
 6.657605e+04   0.000000e+00   0.000000e+00
 6.677795e+04   0.000000e+00   0.000000e+00
 6.697985e+04   0.000000e+00   0.000000e+00
 6.718175e+04   0.000000e+00   0.000000e+00
 6.738365e+04   0.000000e+00   0.000000e+00
 6.758555e+04   0.000000e+00   0.000000e+00
 6.778745e+04   0.000000e+00   0.000000e+00
 6.798935e+04   0.000000e+00   0.000000e+00
 6.819125e+04   0.000000e+00   0.000000e+00
 6.839315e+04   0.000000e+00   0.000000e+00
 6.859505e+04   0.000000e+00   0.000000e+00
 6.879695e+04   0.000000e+00   0.000000e+00
 6.899885e+04   0.000000e+00   0.000000e+00
 6.920075e+04   0.000000e+00   0.000000e+00
 6.940265e+04   0.000000e+00   0.000000e+00
 6.960455e+04   0.000000e+00   0.000000e+00
 6.980645e+04   0.000000e+00   0.000000e+00
 7.000835e+04   0.000000e+00   0.000000e+00
 7.021025e+04   0.000000e+00   0.000000e+00
 7.041215e+04   0.000000e+00   0.000000e+00
 7.061405e+04   0.000000e+00   0.000000e+00
 7.081595e+04   0.000000e+00   0.000000e+00
 7.101785e+04   0.000000e+00   0.000000e+00
 7.121975e+04   0.000000e+00   0.000000e+00
 7.142165e+04   0.000000e+00   0.000000e+00
 7.162355e+04   0.000000e+00   0.000000e+00
 7.182545e+04   0.000000e+00   0.000000e+00
 7.202735e+04   0.000000e+00   0.000000e+00
 7.222925e+04   0.000000e+00   0.000000e+00
 7.243115e+04   0.000000e+00   0.000000e+00
 7.263305e+04   0.000000e+00   0.000000e+00
 7.283495e+04   0.000000e+00   0.000000e+00
 7.303685e+04   0.000000e+00   0.000000e+00
 7.323875e+04   0.000000e+00   0.000000e+00
 7.344065e+04   0.000000e+00   0.000000e+00
 7.364255e+04   0.000000e+00   0.000000e+00
 7.384445e+04   0.000000e+00   0.000000e+00
 7.404635e+04   0.000000e+00   0.000000e+00
 7.424825e+04   0.000000e+00   0.000000e+00
 7.445015e+04   0.000000e+00   0.000000e+00
 7.465205e+04   0.000000e+00   0.000000e+00
 7.485395e+04   0.000000e+00   0.000000e+00
 7.505585e+04   0.000000e+00   0.000000e+00
 7.525775e+04   0.000000e+00   0.000000e+00
 7.545965e+04   0.000000e+00   0.000000e+00
 7.566155e+04   0.000000e+00   0.000000e+00
 7.586345e+04   0.000000e+00   0.000000e+00
 7.606535e+04   0.000000e+00   0.000000e+00
 7.626725e+04   0.000000e+00   0.000000e+00
 7.646915e+04   0.000000e+00   0.000000e+00
 7.667105e+04   0.000000e+00   0.000000e+00
 7.687295e+04   0.000000e+00   0.000000e+00
 7.707485e+04   0.000000e+00   0.000000e+00
 7.727675e+04   0.000000e+00   0.000000e+00
 7.747865e+04   0.000000e+00   0.000000e+00
 7.768055e+04   0.000000e+00   0.000000e+00
 7.788245e+04   0.000000e+00   0.000000e+00
 7.808435e+04   0.000000e+00   0.000000e+00
 7.828625e+04   0.000000e+00   0.000000e+00
 7.848815e+04   0.000000e+00   0.000000e+00
 7.869005e+04   0.000000e+00   0.000000e+00
 7.889195e+04   0.000000e+00   0.000000e+00
 7.909385e+04   0.000000e+00   0.000000e+00
 7.929575e+04   0.000000e+00   0.000000e+00
 7.949765e+04   0.000000e+00   0.000000e+00
 7.969955e+04   0.000000e+00   0.000000e+00
 7.990145e+04   0.000000e+00   0.000000e+00
 8.010335e+04   0.000000e+00   0.000000e+00
 8.030525e+04   0.000000e+00   0.000000e+00
 8.050715e+04   0.000000e+00   0.000000e+00
 8.070905e+04   0.000000e+00   0.000000e+00
 8.091095e+04   0.000000e+00   0.000000e+00
 8.111285e+04   0.000000e+00   0.000000e+00
 8.131475e+04   0.000000e+00   0.000000e+00
 8.151665e+04   0.000000e+00   0.000000e+00
 8.171855e+04   0.000000e+00   0.000000e+00
 8.192045e+04   0.000000e+00   0.000000e+00
 8.212235e+04   0.000000e+00   0.000000e+00
 8.232425e+04   0.000000e+00   0.000000e+00
 8.252615e+04   0.000000e+00   0.000000e+00
 8.272805e+04   0.000000e+00   0.000000e+00
 8.292995e+04   0.000000e+00   0.000000e+00
 8.313185e+04   0.000000e+00   0.000000e+00
 8.333375e+04   0.000000e+00   0.000000e+00
 8.353565e+04   0.000000e+00   0.000000e+00
 8.373755e+04   0.000000e+00   0.000000e+00
 8.393945e+04   0.000000e+00   0.000000e+00
 8.414135e+04   0.000000e+00   0.000000e+00
 8.434325e+04   0.000000e+00   0.000000e+00
 8.454515e+04   0.000000e+00   0.000000e+00
 8.474705e+04   0.000000e+00   0.000000e+00
 8.494895e+04   0.000000e+00   0.000000e+00
 8.515085e+04   0.000000e+00   0.000000e+00
 8.535275e+04   0.000000e+00   0.000000e+00
 8.555465e+04   0.000000e+00   0.000000e+00
 8.575655e+04   0.000000e+00   0.000000e+00
 8.595845e+04   0.000000e+00   0.000000e+00
 8.616035e+04   0.000000e+00   0.000000e+00
 8.636225e+04   0.000000e+00   0.000000e+00
 8.656415e+04   0.000000e+00   0.000000e+00
 8.676605e+04   0.000000e+00   0.000000e+00
 8.696795e+04   0.000000e+00   0.000000e+00
 8.716985e+04   0.000000e+00   0.000000e+00
 8.737175e+04   0.000000e+00   0.000000e+00
 8.757365e+04   0.000000e+00   0.000000e+00
 8.777555e+04   0.000000e+00   0.000000e+00
 8.797745e+04   0.000000e+00   0.000000e+00
 8.817935e+04   0.000000e+00   0.000000e+00
 8.838125e+04   0.000000e+00   0.000000e+00
 8.858315e+04   0.000000e+00   0.000000e+00
 8.878505e+04   0.000000e+00   0.000000e+00
 8.898695e+04   0.000000e+00   0.000000e+00
 8.918885e+04   0.000000e+00   0.000000e+00
 8.939075e+04   0.000000e+00   0.000000e+00
 8.959265e+04   0.000000e+00   0.000000e+00
 8.979455e+04   0.000000e+00   0.000000e+00
 8.999645e+04   0.000000e+00   0.000000e+00
 9.019835e+04   0.000000e+00   0.000000e+00
 9.040025e+04   0.000000e+00   0.000000e+00
 9.060215e+04   0.000000e+00   0.000000e+00
 9.080405e+04   0.000000e+00   0.000000e+00
 9.100595e+04   0.000000e+00   0.000000e+00
 9.120785e+04   0.000000e+00   0.000000e+00
 9.140975e+04   0.000000e+00   0.000000e+00
 9.161165e+04   0.000000e+00   0.000000e+00
 9.181355e+04   0.000000e+00   0.000000e+00
 9.201545e+04   0.000000e+00   0.000000e+00
 9.221735e+04   0.000000e+00   0.000000e+00
 9.241925e+04   0.000000e+00   0.000000e+00
 9.262115e+04   0.000000e+00   0.000000e+00
 9.282305e+04   0.000000e+00   0.000000e+00
 9.302495e+04   0.000000e+00   0.000000e+00
 9.322685e+04   0.000000e+00   0.000000e+00
 9.342875e+04   0.000000e+00   0.000000e+00
 9.363065e+04   0.000000e+00   0.000000e+00
 9.383255e+04   0.000000e+00   0.000000e+00
 9.403445e+04   0.000000e+00   0.000000e+00
 9.423635e+04   0.000000e+00   0.000000e+00
 9.443825e+04   0.000000e+00   0.000000e+00
 9.464015e+04   0.000000e+00   0.000000e+00
 9.484205e+04   0.000000e+00   0.000000e+00
 9.504395e+04   0.000000e+00   0.000000e+00
 9.524585e+04   0.000000e+00   0.000000e+00
 9.544775e+04   0.000000e+00   0.000000e+00
 9.564965e+04   0.000000e+00   0.000000e+00
 9.585155e+04   0.000000e+00   0.000000e+00
 9.605345e+04   0.000000e+00   0.000000e+00
 9.625535e+04   0.000000e+00   0.000000e+00
 9.645725e+04   0.000000e+00   0.000000e+00
 9.665915e+04   0.000000e+00   0.000000e+00
 9.686105e+04   0.000000e+00   0.000000e+00
 9.706295e+04   0.000000e+00   0.000000e+00
 9.726485e+04   0.000000e+00   0.000000e+00
 9.746675e+04   0.000000e+00   0.000000e+00
 9.766865e+04   0.000000e+00   0.000000e+00
 9.787055e+04   0.000000e+00   0.000000e+00
 9.807245e+04   0.000000e+00   0.000000e+00
 9.827435e+04   0.000000e+00   0.000000e+00
 9.847625e+04   0.000000e+00   0.000000e+00
 9.867815e+04   0.000000e+00   0.000000e+00
 9.888005e+04   0.000000e+00   0.000000e+00
 9.908195e+04   0.000000e+00   0.000000e+00
 9.928385e+04   0.000000e+00   0.000000e+00
 9.948575e+04   0.000000e+00   0.000000e+00
 9.968765e+04   0.000000e+00   0.000000e+00
 9.988955e+04   0.000000e+00   0.000000e+00
 1.000914e+05   0.000000e+00   0.000000e+00
 1.002934e+05   0.000000e+00   0.000000e+00
 1.004952e+05   0.000000e+00   0.000000e+00
 1.006971e+05   0.000000e+00   0.000000e+00
 1.008991e+05   0.000000e+00   0.000000e+00
 inf   0.000000e+00   0.000000e+00
